Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain
66,5,5,78028.0,0,1,10,38,158,19,288,25,0,38,1,6,4,9,7,0,1,1,0,0,0
26,1,3,14421.0,0,0,8,81,0,0,2,3,3,8,1,1,0,2,5,1,0,0,0,0,0
44,3,2,42554.0,1,1,9,93,29,1,11,0,0,0,2,2,0,3,4,0,0,0,0,0,0
46,5,2,72335.0,0,0,10,2,1285,105,653,28,21,0,1,10,4,8,8,0,0,0,0,0,0
51,3,3,52662.7538028169,1,1,9,82,71,1,16,0,0,9,4,2,1,3,8,0,0,0,0,0,0
47,3,2,60934.0,0,1,8,41,224,155,155,192,93,54,2,6,4,11,4,0,0,0,0,0,0
60,4,3,72828.0,0,1,9,17,1205,0,235,19,14,205,6,6,3,13,7,0,0,0,0,0,0
57,3,3,81168.0,0,0,8,84,410,0,592,147,22,22,1,6,4,7,3,0,0,0,1,0,0
70,3,6,62307.0,0,1,8,94,87,13,34,10,6,10,1,4,0,4,5,0,0,0,0,0,0
65,3,3,23539.0,0,0,8,13,4,24,11,16,1,25,1,2,0,4,6,0,0,0,0,0,0
51,4,2,71499.0,0,1,9,12,465,25,132,136,0,37,2,8,3,13,4,0,0,0,0,0,0
53,3,6,30822.0,1,0,9,92,3,9,13,2,12,12,1,1,0,3,7,0,0,0,0,0,0
39,5,3,92491.0,0,0,9,71,979,44,935,29,25,22,1,7,5,12,3,0,1,1,1,0,0
55,5,3,63246.0,0,2,9,60,593,30,91,29,22,7,1,6,3,12,4,0,0,0,0,0,0
41,4,6,36143.0,1,0,8,33,12,0,1,0,0,6,1,0,1,2,3,0,0,0,0,0,0
48,3,3,60093.0,0,1,9,92,502,12,109,16,6,90,2,7,2,10,6,0,0,0,0,0,0
43,2,2,60839.0,1,1,10,72,600,21,128,223,150,128,13,2,2,12,8,0,0,0,0,0,0
43,4,3,40662.0,1,0,9,0,40,2,23,0,4,23,2,2,1,3,4,0,0,0,0,0,0
67,3,4,37244.0,1,1,9,90,18,2,10,0,0,25,1,1,1,2,7,1,0,0,0,0,0
56,4,3,57183.0,1,1,9,51,464,5,64,7,0,70,8,9,1,7,8,0,0,0,0,0,0
51,5,4,86979.0,0,0,9,67,584,100,835,65,83,35,1,5,5,5,2,1,0,0,0,0,0
48,3,4,102692.0,0,0,9,5,168,148,444,32,172,148,1,6,9,13,2,0,1,1,1,1,0
64,5,2,37334.0,1,1,8,44,26,1,16,2,2,15,4,3,0,4,4,0,0,0,0,0,0
53,5,3,51039.0,1,1,10,11,100,64,79,65,0,109,2,6,2,4,7,0,0,0,0,0,0
71,4,3,59412.0,0,0,8,56,90,67,165,30,43,11,1,4,2,8,3,0,0,0,0,0,0
68,3,3,38998.0,1,1,10,92,34,1,14,0,0,5,3,2,0,3,8,0,0,0,0,0,1
43,2,4,13533.0,1,0,9,45,12,3,8,8,0,17,2,2,0,3,7,0,0,0,0,0,0
40,3,3,69109.0,0,0,10,10,823,25,459,124,29,95,1,6,6,7,4,0,0,1,0,0,0
44,3,2,22775.0,1,0,9,40,5,1,8,0,0,1,1,1,0,2,8,0,0,0,0,0,0
45,4,3,78710.0,0,1,8,42,721,0,152,119,50,50,3,7,6,12,4,0,0,0,0,0,0
55,5,2,62981.0,0,0,9,21,796,14,590,38,44,0,1,4,5,13,3,0,1,0,0,0,0
72,5,2,52157.0,0,1,8,48,189,2,29,3,2,40,2,3,2,5,4,0,0,0,0,0,0
35,3,2,22434.0,1,0,9,25,4,12,11,3,13,15,2,2,0,3,8,0,0,0,0,0,0
38,3,6,11012.0,1,0,9,82,24,3,26,7,1,23,3,3,1,2,9,1,0,0,0,0,0
34,4,3,78285.0,0,0,9,13,647,107,391,175,67,40,1,6,4,10,3,0,0,0,0,0,0
51,3,4,1730.0,0,0,8,65,1,1,3,1,1,1,15,0,0,0,20,0,0,0,0,0,0
38,3,3,40059.0,1,0,9,82,110,29,92,28,10,145,1,6,2,3,8,1,0,0,0,0,0
62,4,3,54197.0,0,1,8,16,162,6,37,6,13,13,2,1,3,6,1,0,0,0,0,0,0
45,4,2,57954.0,1,1,8,52,456,4,24,0,0,9,7,8,2,6,7,0,1,0,0,0,0
56,3,6,86358.0,1,1,10,78,957,47,494,82,47,95,4,5,3,6,8,0,0,0,0,0,0
51,2,3,54690.0,1,1,9,76,111,16,37,7,9,18,3,3,1,5,3,0,0,0,0,0,0
53,3,3,73448.0,0,0,8,10,236,106,189,23,41,130,1,7,2,9,4,0,0,0,0,0,0
34,2,2,45204.0,1,0,8,93,30,11,25,29,1,18,1,1,1,4,3,0,0,0,0,0,0
48,3,3,45837.0,1,1,9,88,215,13,87,17,17,24,5,6,2,5,7,0,0,0,0,0,0
45,3,4,82582.0,0,0,8,54,510,120,550,156,40,241,1,4,9,7,1,1,0,0,1,0,0
33,5,6,33996.0,0,0,9,46,40,2,15,8,0,6,1,1,1,3,4,0,0,0,0,0,0
70,3,2,83844.0,0,0,9,57,901,31,345,75,31,191,1,4,4,11,1,0,0,1,0,0,0
32,3,3,18929.0,0,0,9,15,32,0,8,23,4,18,1,1,0,4,6,0,0,0,0,0,0
44,1,6,26487.0,1,0,9,23,2,8,10,12,14,23,3,2,1,3,5,0,0,0,0,0,0
58,3,4,51983.0,0,1,10,95,631,0,115,10,7,30,3,9,2,10,7,0,0,0,0,0,0
47,5,6,52614.0,0,1,10,63,789,0,142,12,9,38,2,2,4,8,8,0,0,0,0,0,0
48,3,3,40049.0,0,1,10,61,91,65,52,10,44,28,3,3,2,6,5,0,0,0,0,0,0
70,3,2,33402.0,1,1,9,60,26,2,19,10,5,8,3,2,1,3,8,0,0,0,0,0,0
71,3,3,94642.0,0,0,8,35,879,143,797,106,143,143,0,5,7,9,1,0,0,1,1,0,0
29,3,6,70515.0,0,0,9,12,420,0,452,182,64,140,1,6,6,4,2,0,0,0,0,0,0
74,3,2,51315.0,0,0,8,45,68,28,39,16,30,41,1,2,2,5,2,0,0,0,0,0,0
35,4,6,41020.0,0,0,9,68,112,1,54,7,7,36,1,3,2,4,3,0,0,0,0,0,0
49,2,3,35688.0,2,1,10,94,73,3,90,12,1,32,7,4,1,4,8,0,0,0,0,0,0
52,3,4,64713.0,1,0,8,11,180,60,241,13,54,54,2,5,5,7,4,0,0,0,0,0,0
67,2,3,62972.0,0,1,10,39,313,15,47,20,0,192,2,7,4,3,6,0,0,0,0,0,0
62,4,2,41275.0,1,2,8,33,24,4,22,0,2,9,4,3,1,3,5,0,0,0,0,0,0
45,3,6,85072.0,0,0,8,94,494,92,391,194,11,241,1,3,4,10,0,0,0,0,0,0,0
45,3,3,54809.0,1,1,9,0,63,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,0
36,5,3,45921.0,0,0,8,23,102,9,49,24,3,12,1,2,1,6,4,0,0,0,0,0,0
45,3,6,37774.0,2,0,10,28,173,8,107,7,2,176,4,7,2,3,9,1,0,0,0,0,1
58,3,3,48920.0,0,2,9,93,238,17,68,8,10,6,3,6,2,5,7,0,1,0,0,0,0
73,4,4,35416.0,0,0,9,62,248,3,81,4,3,51,3,7,1,5,8,0,0,0,0,0,0
47,3,3,79205.0,0,0,10,73,504,23,117,179,28,44,1,6,5,4,4,0,0,0,1,0,0
39,3,3,39922.0,1,0,9,30,29,12,59,19,1,36,2,3,0,4,8,0,0,0,0,0,0
56,4,4,29435.0,1,1,10,11,70,3,37,4,2,64,4,3,2,2,9,0,0,0,0,0,0
43,1,2,23724.0,1,0,9,65,5,23,15,0,18,14,2,2,0,3,8,0,0,0,0,0,0
32,3,3,18929.0,0,0,9,15,32,0,8,23,4,18,1,1,0,4,6,0,0,0,0,0,0
48,5,2,65640.0,0,1,8,74,204,7,149,20,15,66,1,5,1,8,2,0,0,0,0,0,0
55,3,6,46904.0,1,1,10,20,153,4,56,0,9,31,4,5,1,4,8,0,0,0,0,0,0
49,3,3,32300.0,1,0,9,1,13,3,6,6,5,6,1,1,0,3,8,0,0,0,0,0,0
75,5,2,73059.0,0,1,9,36,410,112,420,0,82,71,1,9,3,13,4,0,0,0,0,0,0
50,4,3,75251.0,0,0,10,34,721,111,925,97,18,18,1,7,6,5,5,0,0,0,0,0,0
66,4,2,54603.0,1,1,9,85,145,13,46,17,2,4,6,4,2,4,7,0,0,0,0,0,0
71,2,3,78497.0,0,0,9,44,207,26,447,75,0,223,1,5,7,12,2,0,0,0,1,0,0
57,3,2,29672.0,1,1,9,6,9,1,3,0,4,8,1,0,0,3,6,0,0,0,0,0,0
75,3,2,70321.0,0,0,9,6,303,23,751,82,26,191,1,6,5,13,4,0,0,0,0,0,0
43,3,6,47691.0,0,1,9,43,14,0,3,0,0,4,1,1,0,2,6,0,0,0,0,0,0
71,4,2,47352.0,0,1,9,70,172,12,112,8,0,15,4,6,1,5,7,0,0,0,0,0,0
67,4,4,46390.0,0,1,8,56,95,14,64,2,9,38,1,4,2,3,7,0,0,0,0,0,0
48,3,3,42557.0,0,1,10,98,192,5,53,0,5,15,4,6,1,4,8,0,0,0,0,0,0
63,4,3,77520.0,0,1,9,30,940,44,396,0,88,58,1,8,7,7,4,1,0,1,1,0,0
68,4,3,66991.0,0,0,10,1,496,36,460,189,60,12,3,4,8,6,3,0,0,0,0,0,0
52,2,3,62466.0,0,1,8,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0
58,5,3,45759.0,1,1,9,13,42,1,18,3,0,4,2,2,0,3,7,0,0,0,0,0,0
70,3,2,83844.0,0,0,9,57,901,31,345,75,31,191,1,4,4,11,1,0,0,1,0,0,0
59,3,6,80695.0,0,0,9,85,557,129,984,193,37,18,1,5,8,5,2,0,0,0,0,0,0
34,2,4,35388.0,1,0,9,20,6,4,7,4,3,8,1,1,0,3,7,0,0,0,0,0,0
64,3,6,49967.0,0,1,9,4,212,6,69,4,12,3,3,6,1,5,7,0,0,0,0,0,0
45,3,3,34380.0,1,0,9,68,72,7,58,13,1,24,4,4,1,3,8,0,0,0,0,0,0
60,3,6,69627.0,0,1,9,35,231,161,215,171,30,53,2,8,2,11,5,0,0,0,0,0,0
62,5,3,49154.0,1,1,9,69,206,10,67,30,27,71,6,4,1,8,6,0,0,0,0,0,0
63,3,2,71706.0,0,1,10,16,931,56,253,91,98,14,4,9,5,7,5,0,0,0,0,0,0
52,3,4,33986.0,1,0,9,43,16,2,18,2,1,5,1,1,0,3,7,0,0,0,0,0,0
51,5,3,60585.0,1,1,9,17,267,42,309,55,42,21,10,7,4,9,5,0,0,0,0,0,0
69,3,3,48686.0,1,2,9,8,10,0,7,2,0,1,1,1,0,2,8,0,0,0,0,0,0
31,1,6,26868.0,1,0,8,52,0,0,1,8,3,2,1,1,0,2,7,0,0,0,0,0,0
46,4,3,49681.0,0,2,9,66,411,0,26,0,0,21,6,7,1,7,7,0,0,0,0,0,0
74,3,3,42192.0,0,0,9,40,40,15,15,17,6,7,1,2,1,3,4,0,0,0,0,0,0
64,4,2,42315.0,0,1,9,90,67,15,80,17,11,80,3,1,4,4,3,0,0,0,0,0,0
46,4,2,65104.0,0,1,9,4,738,0,232,13,20,50,2,3,5,7,7,0,0,0,0,0,0
35,3,3,17323.0,0,0,10,38,3,14,17,6,1,5,1,1,0,3,8,0,0,0,0,0,0
61,3,2,64260.0,0,0,9,1,539,169,816,20,0,30,1,4,5,4,3,0,0,0,0,0,0
32,1,6,16185.0,1,0,9,71,5,11,16,21,8,45,2,2,2,2,8,0,0,0,0,0,0
39,3,3,52662.7538028169,1,0,9,11,5,5,6,0,2,1,1,1,0,2,7,0,0,0,0,0,0
43,4,2,62499.0,1,0,9,0,140,4,61,0,13,4,2,3,1,6,4,0,0,0,0,0,0
57,3,3,72190.0,0,0,9,79,597,166,597,172,166,249,1,5,6,4,3,0,0,0,0,0,0
59,5,6,48918.0,1,1,8,21,52,0,9,0,0,1,2,1,0,4,4,0,0,0,0,0,0
36,4,3,28072.0,1,0,9,10,30,0,10,2,0,5,1,1,0,3,7,0,0,0,0,0,0
50,3,2,77044.0,0,1,9,12,625,38,242,50,34,76,2,7,11,11,4,1,0,0,0,0,0
51,4,6,36230.0,1,0,9,17,14,2,30,8,2,3,1,2,0,4,5,0,0,0,0,0,0
59,2,3,32632.0,0,0,10,32,63,151,137,153,19,53,2,4,4,8,5,0,0,0,0,0,0
70,2,5,28457.0,0,0,10,96,24,1,108,29,29,14,1,4,1,4,8,0,0,0,0,0,0
39,3,2,78687.0,0,0,10,13,817,185,687,145,55,241,1,4,6,8,2,0,0,1,0,0,0
67,3,6,72906.0,0,0,9,79,400,32,519,71,75,54,1,3,4,9,1,0,0,0,0,0,0
36,5,2,34320.0,1,0,8,66,4,1,9,3,0,0,1,1,0,2,8,0,0,0,0,0,0
40,4,6,6560.0,0,0,9,2,67,11,26,4,3,262,0,1,0,1,17,0,0,0,0,0,0
52,3,5,66731.0,0,1,10,33,371,159,194,58,106,141,4,4,3,6,3,0,0,0,0,0,0
37,5,3,64355.0,1,0,10,66,1047,0,140,67,38,153,2,4,3,12,8,0,0,0,0,0,0
62,3,3,31454.0,1,1,9,40,28,0,11,0,0,9,3,2,0,3,8,0,0,0,0,0,0
33,3,3,28691.0,1,0,9,56,5,4,13,8,0,4,1,1,0,3,8,0,0,0,0,0,0
58,5,4,78825.0,0,0,10,35,483,74,114,169,37,18,1,5,10,13,3,0,0,0,0,0,0
52,3,2,105471.0,0,0,9,36,1009,181,104,202,21,207,0,9,8,13,3,0,0,1,1,0,0
71,3,6,52662.7538028169,2,1,8,96,48,5,48,6,10,7,3,2,1,4,6,0,0,0,0,0,0
44,3,6,28647.0,1,0,9,54,19,8,29,0,12,26,1,2,2,2,7,1,0,0,0,0,0
38,3,3,23228.0,1,0,8,91,53,3,49,7,4,5,4,3,0,4,8,0,0,0,0,0,0
67,3,4,49431.0,0,1,10,9,219,3,100,26,0,17,2,7,1,5,8,0,0,0,0,0,0
43,4,4,33462.0,1,0,9,78,22,3,18,0,0,11,1,2,0,3,7,0,0,0,0,0,0
51,4,3,56850.0,0,1,8,83,34,1,19,2,7,0,1,1,1,3,2,0,0,0,0,0,0
51,3,2,34600.0,1,1,9,8,199,33,60,8,3,15,5,5,2,5,8,0,0,0,0,0,0
59,3,3,22419.0,0,0,9,74,30,3,47,19,21,42,1,3,2,2,8,0,0,0,0,0,0
63,5,5,67786.0,0,0,9,0,431,82,441,80,20,102,1,3,6,6,1,0,0,0,0,0,0
27,3,6,34824.0,0,0,8,65,4,2,11,2,0,4,1,1,0,2,6,0,0,0,0,0,0
41,3,6,91065.0,0,0,9,33,822,114,108,179,137,114,1,7,9,9,3,0,0,1,1,0,0
53,3,3,14045.0,1,0,8,24,11,0,5,2,1,1,1,1,0,3,7,0,0,0,0,0,0
50,4,4,42618.0,1,0,9,92,76,14,74,13,5,10,2,5,0,4,8,0,0,0,0,0,0
45,3,2,46931.0,2,1,8,94,41,0,17,3,1,16,2,1,1,3,3,0,0,0,0,0,0
41,4,2,42021.0,1,0,10,34,393,5,136,7,5,27,5,10,1,6,9,1,0,0,0,0,0
66,3,6,60714.0,0,0,9,56,216,162,224,101,92,162,2,7,4,10,5,0,0,0,0,0,0
40,3,2,19444.0,1,0,8,8,16,0,23,3,2,10,3,4,1,2,7,0,0,0,0,0,0
76,5,2,64014.0,2,1,8,56,406,0,30,0,0,8,7,8,2,5,7,0,0,0,1,0,0
64,1,6,15056.0,1,1,9,76,6,12,3,21,6,40,5,2,2,3,5,0,0,0,0,0,0
40,3,3,69109.0,0,0,10,10,823,25,459,124,29,95,1,6,6,7,4,0,0,1,0,0,0
53,4,2,41021.0,1,0,10,12,14,7,9,6,16,12,2,2,0,3,6,0,0,0,0,0,0
41,5,3,87171.0,0,0,9,27,1001,44,107,58,44,44,1,6,7,11,2,1,0,1,0,0,0
39,3,2,36075.0,1,0,9,54,46,0,30,12,1,30,1,2,0,4,6,0,0,0,0,0,0
43,3,2,90300.0,0,0,8,7,594,134,786,33,134,57,0,5,6,8,1,0,0,1,0,0,0
42,3,3,47850.0,1,0,9,72,42,7,43,20,12,10,1,3,0,4,6,0,0,0,0,0,0
33,5,2,66973.0,0,0,9,98,466,22,432,147,113,102,1,8,7,12,3,0,0,0,0,0,0
70,4,2,43776.0,1,1,9,9,177,2,71,3,2,20,6,5,2,4,8,0,0,0,0,0,0
67,3,2,65748.0,0,1,9,58,172,73,93,95,78,34,2,2,4,10,1,0,0,0,0,0,1
47,2,5,47682.0,0,1,9,80,162,61,83,97,57,61,4,4,3,8,5,0,0,0,0,0,0
59,5,2,33629.0,1,1,10,49,132,0,16,0,0,4,5,3,1,4,9,0,0,0,0,0,0
50,4,2,49854.0,1,0,9,63,123,17,171,39,0,30,5,6,2,5,6,0,0,0,0,0,0
35,3,4,81361.0,0,0,8,18,163,23,424,27,65,76,1,3,10,13,1,0,0,0,0,0,0
36,3,6,52662.7538028169,1,0,9,19,5,1,3,3,263,362,0,27,0,0,1,0,0,0,0,0,0
66,5,5,35340.0,1,1,8,1,27,0,12,0,1,5,2,2,0,3,5,0,0,0,0,0,0
64,3,4,78331.0,0,1,8,97,756,138,354,160,169,61,2,10,6,7,4,0,0,0,0,0,0
54,5,4,50616.0,0,1,8,56,128,0,16,0,1,4,2,4,0,4,7,0,0,0,0,0,0
30,1,6,15253.0,1,0,9,13,1,3,3,8,1,13,2,1,0,3,7,0,0,0,0,0,0
54,3,2,34916.0,2,0,9,89,51,23,82,33,0,42,4,5,1,3,9,0,0,0,0,0,0
48,3,6,42373.0,1,1,9,83,67,5,61,3,8,19,5,2,1,5,5,0,0,0,0,0,0
50,2,2,50334.0,0,1,9,24,284,16,160,84,16,134,6,7,4,6,6,0,0,0,0,0,0
43,3,6,48526.0,1,0,9,32,23,17,23,43,20,9,1,2,1,4,3,0,0,0,0,0,0
40,1,6,24367.0,1,0,9,58,2,4,2,0,11,5,1,1,0,2,9,0,0,0,0,0,0
44,3,2,53172.0,0,1,9,54,121,62,90,68,20,125,3,2,3,8,3,0,0,0,0,0,0
53,3,4,23910.0,1,0,10,80,16,12,18,7,1,13,1,2,0,3,7,0,0,0,0,0,0
40,4,3,21059.0,1,0,8,40,8,3,19,3,3,8,3,3,0,3,6,0,0,0,0,0,0
59,3,3,52662.7538028169,0,1,9,96,231,65,196,38,71,124,1,6,5,7,4,0,0,0,0,0,0
33,3,6,30279.0,1,0,10,13,10,4,14,4,4,1,1,1,0,3,8,0,0,0,0,0,0
45,3,3,31353.0,1,1,9,24,10,0,10,3,1,7,2,1,1,2,8,0,0,0,0,0,0
73,5,5,51569.0,0,1,9,39,380,0,47,6,0,34,4,7,1,7,8,0,1,0,0,0,0
60,5,4,85696.0,0,0,9,88,714,76,395,116,0,12,1,4,6,9,1,0,0,0,0,0,0
45,2,2,82326.0,0,0,8,30,938,142,754,159,81,183,1,5,10,6,2,0,1,1,1,0,0
44,3,2,70440.0,0,0,9,49,690,117,499,76,102,88,1,5,10,7,3,0,0,0,1,0,0
47,3,3,37085.0,1,1,8,65,39,1,16,2,0,3,4,3,0,3,8,0,0,0,0,0,0
52,4,4,78579.0,0,0,10,35,816,66,549,216,66,99,1,5,6,4,3,0,0,0,0,0,0
58,5,3,31686.0,1,1,8,31,11,0,5,0,0,1,2,1,0,3,6,0,0,0,0,0,0
49,2,4,31163.0,1,0,8,54,2,3,10,11,2,10,1,1,0,3,6,0,0,0,0,0,0
70,3,3,35704.0,1,1,8,54,30,9,12,2,11,30,3,2,0,4,4,0,0,0,0,0,0
47,4,2,22669.0,1,0,9,30,16,14,36,37,22,48,3,4,1,2,9,0,0,0,0,0,0
53,5,3,55212.0,0,1,10,65,1103,0,45,0,0,34,3,4,2,11,8,0,1,0,0,1,0
66,4,3,50965.0,0,1,9,87,544,13,85,8,6,29,3,10,4,5,8,1,0,0,0,0,0
48,3,3,67445.0,0,1,10,63,757,80,217,29,80,11,5,9,6,12,6,0,0,0,0,0,0
37,3,6,29938.0,1,0,9,52,3,3,7,0,2,11,2,1,0,3,6,0,0,0,0,0,0
61,3,6,46524.0,0,1,9,70,31,19,35,26,14,52,2,1,1,5,3,0,0,0,0,0,0
34,3,6,27938.0,1,0,8,31,13,0,8,2,1,5,1,1,0,4,3,0,0,0,0,0,0
49,5,3,54222.0,0,1,8,98,199,12,31,3,12,7,1,3,3,5,3,0,0,0,0,0,0
46,3,3,17148.0,1,0,8,80,9,9,11,13,10,16,4,3,1,3,8,0,0,0,0,0,0
46,5,3,16927.0,1,1,9,50,20,2,23,3,1,4,5,3,0,4,8,0,0,0,0,0,0
46,3,4,46310.0,1,0,10,99,185,2,88,15,5,14,2,6,1,5,8,0,0,0,0,0,0
47,2,3,17003.0,1,0,9,37,2,5,12,4,8,7,3,2,0,4,5,0,0,0,0,0,0
57,2,3,70924.0,0,0,8,41,635,114,254,132,152,76,1,6,6,7,3,0,0,1,0,0,0
68,3,3,50501.0,1,1,9,10,297,0,38,13,0,152,7,5,4,4,6,1,0,0,0,0,0
73,3,5,70165.0,0,0,9,60,161,0,253,199,191,122,1,3,7,11,1,0,0,0,0,0,0
40,5,3,160803.0,0,0,10,21,55,16,1622,17,3,4,15,0,28,1,0,0,0,0,0,0,0
66,4,6,55284.0,0,1,10,60,547,7,140,0,7,63,3,7,5,8,5,0,0,0,0,0,0
44,3,6,60199.0,1,2,9,49,8,1,7,2,0,0,1,0,0,3,4,0,0,0,0,0,0
53,5,6,66582.0,0,0,8,83,789,25,420,16,38,0,1,2,8,9,1,0,0,0,0,0,0
33,1,3,25443.0,1,0,10,82,1,4,3,8,9,7,1,1,0,3,8,0,0,0,0,0,0
67,3,2,38946.0,0,1,9,84,116,6,82,6,6,41,2,3,1,6,5,0,0,0,0,0,0
57,3,3,48006.0,1,1,8,55,23,0,11,3,2,2,1,1,0,3,6,0,0,0,0,0,0
30,3,6,48789.0,0,0,10,94,351,16,156,7,5,145,1,6,4,7,6,0,0,0,0,0,0
73,4,3,76995.0,0,1,9,91,1012,80,498,0,16,176,2,11,4,9,5,0,0,0,1,0,0
70,3,4,69142.0,0,1,8,50,448,4,34,6,4,39,3,8,1,7,5,0,1,0,0,0,0
42,3,3,50183.0,1,1,8,47,97,12,84,13,10,15,7,3,1,6,5,0,0,0,0,0,0
32,3,6,26095.0,1,0,9,77,11,7,9,3,1,11,1,1,0,3,7,0,0,0,0,0,0
50,4,6,46423.0,1,1,9,6,68,0,16,0,0,8,3,2,0,4,7,0,0,0,0,0,0
56,3,3,54198.0,1,1,9,13,185,0,28,3,2,17,6,3,1,6,4,0,0,0,0,0,0
31,3,6,49767.0,0,0,9,92,202,47,197,55,42,149,1,5,4,8,4,0,0,0,0,0,0
45,3,4,32952.0,1,0,9,36,38,0,12,3,1,1,1,2,0,3,7,0,0,0,0,0,0
38,5,3,38175.0,1,0,9,6,70,6,69,2,3,3,3,3,1,4,7,0,0,0,0,0,0
54,3,2,41728.0,1,0,9,92,13,6,15,3,5,13,1,2,0,2,10,0,0,0,0,0,0
59,3,6,30983.0,0,0,10,50,51,4,50,12,1,49,1,4,0,3,8,0,0,0,0,0,0
76,4,3,66835.0,0,0,9,21,620,26,195,34,17,141,1,6,4,13,2,0,0,0,0,0,0
74,5,4,45072.0,1,2,9,74,144,2,99,7,2,30,5,6,1,4,8,0,0,0,0,0,0
57,4,3,56962.0,2,1,9,60,292,3,77,10,3,26,7,6,3,5,7,0,0,0,0,0,0
46,1,3,7500.0,0,0,10,59,6,16,11,11,1,16,1,2,0,3,8,0,0,0,0,0,0
49,3,3,51148.0,1,1,9,38,235,6,45,8,9,12,4,5,1,6,6,0,0,0,0,0,0
47,5,3,80427.0,0,1,10,56,1149,71,449,69,71,26,1,11,8,8,5,0,0,0,0,0,0
70,5,3,50870.0,0,1,8,13,53,0,8,0,0,2,1,2,0,3,5,0,0,0,0,0,0
49,5,1,48432.0,0,1,10,3,322,3,50,4,3,42,5,7,1,6,8,0,0,0,0,0,0
38,3,2,37235.0,1,0,8,68,20,2,9,4,6,20,1,1,1,2,4,0,0,0,0,0,0
65,3,2,47320.0,0,1,9,10,200,19,111,50,15,19,6,5,1,8,6,0,0,0,0,0,0
59,5,3,81300.0,0,1,10,17,1004,12,145,32,12,36,3,10,3,5,5,0,0,0,1,0,0
76,3,2,37760.0,0,0,10,20,84,5,38,150,12,28,2,4,1,6,7,0,0,0,0,0,0
36,3,3,83512.0,0,0,8,31,1060,61,835,80,20,101,1,4,7,10,1,1,0,1,1,1,0
40,2,2,41039.0,0,0,9,32,34,11,137,179,61,45,1,8,1,5,8,0,0,0,0,0,0
58,3,2,68142.0,0,1,10,96,897,126,196,91,112,37,3,10,4,7,6,0,0,0,0,0,0
52,2,4,65706.0,0,0,9,77,918,10,129,13,0,129,1,11,3,12,7,0,1,1,0,1,0
40,2,3,57937.0,0,1,8,56,261,42,144,55,48,133,3,4,4,9,3,0,0,0,0,0,0
46,4,3,81929.0,1,0,10,60,1486,55,278,49,0,185,2,4,4,10,6,1,0,1,0,0,0
50,5,6,86857.0,0,0,10,96,899,102,838,133,102,40,1,5,6,10,2,0,0,0,0,0,0
46,3,3,59809.0,0,2,10,36,598,16,141,32,41,49,3,3,3,6,8,0,0,0,0,0,0
